entity,entity_id,question,question_id,answer_list,flag,prompt,prompt_id
a car,27,Are the car’s lights turned on or off?,68q,"['on', 'off']",NF,A photo of a car in Egypt,135
a car,27,Are the car’s lights turned on or off?,68q,"['on', 'off']",NF,A photo of a car in Italy,134
a car,27,Are the car’s lights turned on or off?,68q,"['on', 'off']",NF,A photo of a car in Spain,133
a car,27,Are the car’s lights turned on or off?,68q,"['on', 'off']",NF,A photo of a car in Colombia,53
a car,27,Are the car’s lights turned on or off?,68q,"['on', 'off']",NF,A photo of a car in Turkey,51
a car,27,Are the car’s lights turned on or off?,68q,"['on', 'off']",NF,A photo of a car in Nigeria,50
a car,27,Are the car’s lights turned on or off?,68q,"['on', 'off']",NF,A photo of a car in United Kingdom,49
a car,27,Are the car’s lights turned on or off?,68q,"['on', 'off']",NF,A photo of a car in Indonesia,52
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in India,55
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in Japan,54
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in United States of America,141
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in China,140
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in South Korea,139
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in United Arab Emirates,138
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in Mexico,137
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in Philippines,136
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in Egypt,135
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in Italy,134
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in Spain,133
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in Colombia,53
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in Turkey,51
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in Nigeria,50
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in United Kingdom,49
a car,27,Are there any logos or brand badges on the car?,70q,"['yes', 'no']",F,A photo of a car in Indonesia,52
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in India,55
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in Japan,54
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in United States of America,141
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in China,140
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in South Korea,139
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in United Arab Emirates,138
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in Mexico,137
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in Philippines,136
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in Egypt,135
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in Italy,134
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in Spain,133
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in Colombia,53
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in Turkey,51
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in Nigeria,50
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in United Kingdom,49
a car,27,"Are any of the following modifications visible on the car: a spoiler, a roof rack, or custom rims?",66q,"['yes', 'no']",F,A photo of a car in Indonesia,52
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in India,55
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in Japan,54
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in United States of America,141
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in China,140
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in South Korea,139
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in United Arab Emirates,138
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in Mexico,137
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in Philippines,136
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in Egypt,135
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in Italy,134
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in Spain,133
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in Colombia,53
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in Turkey,51
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in Nigeria,50
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in United Kingdom,49
a car,27,Is the car a convertible or does it have a fixed roof?,67l,"['convertible', 'fixed roof']",NF,A photo of a car in Indonesia,52
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in India,55
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in Japan,54
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in United States of America,141
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in China,140
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in South Korea,139
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in United Arab Emirates,138
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in Mexico,137
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in Philippines,136
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in Egypt,135
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in Italy,134
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in Spain,133
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in Colombia,53
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in Turkey,51
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in Nigeria,50
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in United Kingdom,49
a car,27,Is the car a sedan or SUV?,61g,"['sedan', 'suv']",NF,A photo of a car in Indonesia,52
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in India,55
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in Japan,54
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in United States of America,141
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in China,140
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in South Korea,139
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in United Arab Emirates,138
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in Mexico,137
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in Philippines,136
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in Egypt,135
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in Italy,134
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in Spain,133
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in Colombia,53
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in Turkey,51
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in Nigeria,50
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in United Kingdom,49
a car,27,Is the car moving or stationary?,63g,"['stationary', 'moving']",NF,A photo of a car in Indonesia,52
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in India,55
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in Japan,54
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in United States of America,141
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in China,140
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in South Korea,139
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in United Arab Emirates,138
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in Mexico,137
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in Philippines,136
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in Egypt,135
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in Italy,134
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in Spain,133
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in Colombia,53
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in Turkey,51
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in Nigeria,50
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in United Kingdom,49
a car,27,Is the car on a paved surface (like a street or driveway) or an unpaved one (like grass or dirt)?,65g,"['unpaved surface', 'paved surface']",NF,A photo of a car in Indonesia,52
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in India,55
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in Japan,54
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in United States of America,141
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in China,140
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in South Korea,139
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in United Arab Emirates,138
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in Mexico,137
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in Philippines,136
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in Egypt,135
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in Italy,134
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in Spain,133
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in Colombia,53
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in Turkey,51
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in Nigeria,50
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in United Kingdom,49
a car,27,"Is the car viewed from the front, side, or rear?",68g,"['front', 'rear', 'side']",NF,A photo of a car in Indonesia,52
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in India,55
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in Japan,54
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in United States of America,141
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in China,140
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in South Korea,139
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in United Arab Emirates,138
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in Mexico,137
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in Philippines,136
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in Egypt,135
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in Italy,134
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in Spain,133
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in Colombia,53
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in Turkey,51
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in Nigeria,50
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in United Kingdom,49
a car,27,Is there a license plate on the car?,70o,"['yes', 'no']",F,A photo of a car in Indonesia,52
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in India,55
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in Japan,54
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in United States of America,141
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in China,140
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in South Korea,139
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in United Arab Emirates,138
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in Mexico,137
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in Philippines,136
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in Egypt,135
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in Italy,134
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in Spain,133
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in Colombia,53
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in Turkey,51
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in Nigeria,50
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in United Kingdom,49
a car,27,What is the primary color of the car?,62g,"['white', 'black', 'blue', 'orange', 'brown', 'red', 'yellow', 'green', 'beige', 'gray']",NF,A photo of a car in Indonesia,52
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in Italy,80
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in Egypt,81
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in Philippines,82
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in Mexico,83
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in United Arab Emirates,84
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in South Korea,85
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in Spain,79
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in United Kingdom,7
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in Nigeria,8
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in Turkey,9
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in Indonesia,10
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in Colombia,11
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in Japan,12
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in India,13
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in United States of America,87
a chair,6,Does the chair have a backrest?,13g,"['yes', 'no']",F,A photo of a chair in China,86
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in Italy,80
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in Egypt,81
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in Philippines,82
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in Mexico,83
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in United Arab Emirates,84
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in South Korea,85
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in Spain,79
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in United Kingdom,7
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in Nigeria,8
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in Turkey,9
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in Indonesia,10
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in Colombia,11
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in Japan,12
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in India,13
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in United States of America,87
a chair,6,Does the chair have armrests?,10g,"['yes', 'no']",F,A photo of a chair in China,86
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in Italy,80
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in Egypt,81
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in Philippines,82
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in Mexico,83
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in United Arab Emirates,84
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in South Korea,85
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in Spain,79
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in United Kingdom,7
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in Nigeria,8
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in Turkey,9
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in Indonesia,10
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in Colombia,11
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in Japan,12
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in India,13
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in United States of America,87
a chair,6,Does the chair have multiple distinct legs or a single central base?,11g,"['multiple distinct legs', 'a single central base']",NF,A photo of a chair in China,86
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in Italy,80
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in Egypt,81
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in Philippines,82
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in Mexico,83
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in United Arab Emirates,84
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in South Korea,85
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in Spain,79
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in United Kingdom,7
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in Nigeria,8
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in Turkey,9
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in Indonesia,10
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in Colombia,11
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in Japan,12
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in India,13
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in United States of America,87
a chair,6,Does the chair have wheels?,16g,"['yes', 'no']",F,A photo of a chair in China,86
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in Italy,80
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in Egypt,81
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in Philippines,82
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in Mexico,83
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in United Arab Emirates,84
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in South Korea,85
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in Spain,79
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in United Kingdom,7
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in Nigeria,8
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in Turkey,9
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in Indonesia,10
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in Colombia,11
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in Japan,12
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in India,13
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in United States of America,87
a chair,6,"Is the backrest of the chair solid, slatted, or woven?",14g,"['slatted', 'woven', 'solid']",NF,A photo of a chair in China,86
a chair,6,Is the chair designed for a single person or multiple people?,15q,"['multiple people', 'single person']",NF,A photo of a chair in Italy,80
a chair,6,Is the chair designed for a single person or multiple people?,15q,"['multiple people', 'single person']",NF,A photo of a chair in Egypt,81
a chair,6,Is the chair designed for a single person or multiple people?,15q,"['multiple people', 'single person']",NF,A photo of a chair in Philippines,82
a chair,6,Is the chair designed for a single person or multiple people?,15q,"['multiple people', 'single person']",NF,A photo of a chair in Mexico,83
a chair,6,Is the chair designed for a single person or multiple people?,15q,"['multiple people', 'single person']",NF,A photo of a chair in United Arab Emirates,84
a chair,6,Is the chair designed for a single person or multiple people?,15q,"['multiple people', 'single person']",NF,A photo of a chair in South Korea,85
a chair,6,Is the chair designed for a single person or multiple people?,15q,"['multiple people', 'single person']",NF,A photo of a chair in Spain,79
